section,capability,metric,value
disable_family_evaluated_interventions,stateful_action,ssm,8
disable_family_fraction_measurably_worsened,stateful_action,ssm,0.5
disable_family_fraction_measurably_improved,stateful_action,ssm,0.5
disable_family_mean_exact_accuracy_delta,symbolic,delta,
disable_family_mean_token_accuracy_delta,symbolic,delta,
disable_family_mean_token_accuracy_degradation,symbolic,delta,
disable_family_mean_loss_increase,symbolic,delta,
disable_family_median_loss_increase,symbolic,delta,
disable_family_mean_perplexity_increase,symbolic,delta,
disable_family_evaluated_interventions,symbolic,delta,0
disable_family_fraction_measurably_worsened,symbolic,delta,
disable_family_fraction_measurably_improved,symbolic,delta,
disable_family_mean_exact_accuracy_delta,symbolic,gpt,
disable_family_mean_token_accuracy_delta,symbolic,gpt,
disable_family_mean_token_accuracy_degradation,symbolic,gpt,
disable_family_mean_loss_increase,symbolic,gpt,
disable_family_median_loss_increase,symbolic,gpt,
disable_family_mean_perplexity_increase,symbolic,gpt,
disable_family_evaluated_interventions,symbolic,gpt,0
disable_family_fraction_measurably_worsened,symbolic,gpt,
disable_family_fraction_measurably_improved,symbolic,gpt,
disable_family_mean_exact_accuracy_delta,symbolic,recurrent,0.0
disable_family_mean_token_accuracy_delta,symbolic,recurrent,0.0
disable_family_mean_token_accuracy_degradation,symbolic,recurrent,-0.0
disable_family_mean_loss_increase,symbolic,recurrent,0.8660154044628143
disable_family_median_loss_increase,symbolic,recurrent,0.16522789001464844
disable_family_mean_perplexity_increase,symbolic,recurrent,700.2082064182366
disable_family_evaluated_interventions,symbolic,recurrent,8
disable_family_fraction_measurably_worsened,symbolic,recurrent,0.75
disable_family_fraction_measurably_improved,symbolic,recurrent,0.25
disable_family_mean_exact_accuracy_delta,symbolic,ssm,0.0
disable_family_mean_token_accuracy_delta,symbolic,ssm,0.0
disable_family_mean_token_accuracy_degradation,symbolic,ssm,-0.0
disable_family_mean_loss_increase,symbolic,ssm,0.06857845187187195
disable_family_median_loss_increase,symbolic,ssm,0.01086437702178955
disable_family_mean_perplexity_increase,symbolic,ssm,25.56657045897119
disable_family_evaluated_interventions,symbolic,ssm,8
disable_family_fraction_measurably_worsened,symbolic,ssm,0.5
disable_family_fraction_measurably_improved,symbolic,ssm,0.5
disable_family_mean_exact_accuracy_delta,working_memory,delta,
disable_family_mean_token_accuracy_delta,working_memory,delta,
disable_family_mean_token_accuracy_degradation,working_memory,delta,
disable_family_mean_loss_increase,working_memory,delta,
disable_family_median_loss_increase,working_memory,delta,
disable_family_mean_perplexity_increase,working_memory,delta,
disable_family_evaluated_interventions,working_memory,delta,0
disable_family_fraction_measurably_worsened,working_memory,delta,
disable_family_fraction_measurably_improved,working_memory,delta,
disable_family_mean_exact_accuracy_delta,working_memory,gpt,0.0
disable_family_mean_token_accuracy_delta,working_memory,gpt,0.0
disable_family_mean_token_accuracy_degradation,working_memory,gpt,-0.0
disable_family_mean_loss_increase,working_memory,gpt,-0.03200936317443848
disable_family_median_loss_increase,working_memory,gpt,-0.00141143798828125
disable_family_mean_perplexity_increase,working_memory,gpt,-0.27095966530308263
disable_family_evaluated_interventions,working_memory,gpt,3
disable_family_fraction_measurably_worsened,working_memory,gpt,0.3333333333333333
disable_family_fraction_measurably_improved,working_memory,gpt,0.6666666666666666
disable_family_mean_exact_accuracy_delta,working_memory,recurrent,0.125
disable_family_mean_token_accuracy_delta,working_memory,recurrent,0.1875
disable_family_mean_token_accuracy_degradation,working_memory,recurrent,-0.1875
disable_family_mean_loss_increase,working_memory,recurrent,0.2629268914461136
disable_family_median_loss_increase,working_memory,recurrent,0.24037837982177734
disable_family_mean_perplexity_increase,working_memory,recurrent,114.91617736557168
disable_family_evaluated_interventions,working_memory,recurrent,8
disable_family_fraction_measurably_worsened,working_memory,recurrent,0.75
disable_family_fraction_measurably_improved,working_memory,recurrent,0.25
disable_family_mean_exact_accuracy_delta,working_memory,ssm,0.0
disable_family_mean_token_accuracy_delta,working_memory,ssm,0.0
disable_family_mean_token_accuracy_degradation,working_memory,ssm,-0.0
disable_family_mean_loss_increase,working_memory,ssm,-0.25782365798950196
disable_family_median_loss_increase,working_memory,ssm,-0.1125180721282959
disable_family_mean_perplexity_increase,working_memory,ssm,-198.69246048512397
disable_family_evaluated_interventions,working_memory,ssm,5
disable_family_fraction_measurably_worsened,working_memory,ssm,0.4
disable_family_fraction_measurably_improved,working_memory,ssm,0.6
